competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo
202004,3,35,350950,J,6201501,1,212405,101,9,28,"40,00",3,1,0,1,20,0,0,0,"10000,00",7,0,1,202004,0,5,"10000,00"
202004,3,35,355030,J,6203100,-1,212405,101,80,28,"40,00",1,1,0,1,40,0,0,0,"4500,00",10,0,1,202004,0,5,"4500,00"
202004,3,35,355030,J,6204000,1,212420,101,9,31,"40,00",1,1,0,1,20,0,0,0,"4166,71",6,0,1,202004,0,5,"4166,71"
202004,3,35,350570,J,6204000,-1,212420,101,9,51,"40,00",1,1,0,1,31,0,0,0,"4651,76",6,0,1,202004,0,5,"4651,76"
202004,3,35,354730,J,6204000,-1,317110,101,9,41,"40,00",1,1,0,1,40,0,0,0,"10149,20",9,0,1,202004,0,5,"10149,20"
202004,2,26,261160,J,6201501,1,212405,101,8,19,"40,00",3,3,0,1,20,0,0,0,"2262,00",7,0,1,202004,0,5,"2262,00"
202004,4,43,431490,J,6201501,1,212405,101,8,46,"40,00",1,3,0,1,20,0,0,0,"5500,00",8,0,1,202004,0,5,"5500,00"
202004,3,35,355030,J,6201501,-1,212420,101,8,29,"40,00",1,1,0,1,40,0,0,0,"1431,00",1,0,1,202004,0,5,"1431,00"
202004,3,31,312230,J,6209100,-1,212410,101,9,32,"44,00",3,1,0,1,40,0,0,0,"4056,62",7,0,1,202004,0,5,"4056,62"
202004,4,42,420240,J,6201501,1,317110,101,9,36,"44,00",6,1,0,1,20,0,0,0,"5400,00",5,0,1,202004,0,5,"5400,00"
202004,3,35,352470,J,6201501,1,317210,101,8,47,"36,00",3,3,0,1,20,0,0,0,"1568,40",10,0,1,202004,0,5,"1568,40"
202004,3,35,355030,J,6201501,-1,212410,101,9,24,"40,00",1,1,0,1,40,0,0,0,"6500,00",8,0,1,202004,0,5,"6500,00"
202004,3,35,355030,J,6201501,1,317110,101,9,20,"40,00",6,3,0,1,20,0,0,0,"2800,00",9,0,1,202004,0,5,"2800,00"
202004,3,35,355030,J,6203100,-1,317110,101,9,39,"40,00",3,1,0,1,31,0,0,0,"2766,00",7,0,1,202004,0,5,"2766,00"
202004,3,35,355030,J,6204000,-1,142520,101,9,31,"40,00",1,1,0,1,43,0,0,0,"6200,00",8,0,1,202004,0,5,"6200,00"
202004,3,35,352590,J,6201501,1,212415,101,10,26,"44,00",6,1,0,1,20,0,0,9,"3613,65",5,0,1,202004,0,5,"3613,65"
202004,3,31,310620,J,6201501,-1,212405,101,9,26,"40,00",1,1,0,1,40,0,0,0,"8000,00",7,0,1,202004,0,5,"8000,00"
202004,3,35,355030,J,6209100,1,212410,101,9,26,"40,00",3,1,0,1,20,0,0,0,"2100,00",5,0,1,202004,0,5,"2100,00"
202004,3,35,355030,J,6209100,1,317210,101,7,25,"40,00",3,1,0,1,20,0,0,0,"2000,00",6,0,1,202004,0,5,"2000,00"
202004,3,35,354990,J,6209100,1,212410,101,9,26,"40,00",1,1,0,1,20,0,0,0,"2850,00",6,0,1,202004,0,5,"2850,00"
202004,4,43,431690,J,6209100,1,317210,101,80,36,"44,00",1,1,0,1,20,0,0,0,"2300,00",1,0,1,202004,0,5,"2300,00"
202004,3,35,355030,J,6201501,-1,317110,101,9,39,"40,00",3,1,0,1,40,0,0,0,"9000,00",9,0,1,202004,0,5,"9000,00"
202004,3,31,310620,J,6203100,-1,212405,101,9,38,"44,00",3,1,0,1,31,0,0,0,"4200,00",5,0,1,202004,0,5,"4200,00"
202004,3,35,355030,J,6201501,1,212405,101,8,40,"40,00",6,1,0,1,20,0,0,0,"8000,00",9,0,1,202004,0,5,"8000,00"
202004,3,35,355030,J,6209100,1,212420,101,9,25,"40,00",3,3,0,1,20,0,0,0,"3000,00",7,0,1,202004,0,5,"3000,00"
202004,4,43,431490,J,6201501,-1,317110,101,8,26,"44,00",1,1,0,1,40,0,0,0,"6500,00",8,0,1,202004,0,5,"6500,00"
202004,3,35,350570,J,6202300,1,212405,101,8,29,"40,00",3,3,0,1,20,0,0,0,"5500,00",7,0,1,202004,0,5,"5500,00"
202004,3,31,310620,J,6201501,1,212405,101,8,24,"40,00",2,1,0,1,20,0,0,0,"3000,00",6,0,1,202004,0,5,"3000,00"
202004,3,35,355030,J,6202300,-1,212420,101,6,51,"44,00",3,1,0,1,31,0,0,9,"4424,65",5,0,1,202004,0,5,"4424,65"
202004,3,35,355030,J,6204000,-1,212405,101,9,49,"44,00",1,1,0,1,40,0,0,9,"7120,79",10,0,1,202004,0,5,"7120,79"
202004,3,35,354870,J,6311900,-1,212420,101,7,31,"40,00",1,1,0,1,40,0,0,0,"1900,00",6,0,1,202004,0,5,"1900,00"
202004,4,43,431490,J,6202300,1,212420,101,9,25,"40,00",1,3,0,1,20,0,0,0,"2500,00",7,0,1,202004,0,5,"2500,00"
202004,4,41,410690,J,6202300,-1,212420,101,8,35,"40,00",6,1,0,1,40,0,0,0,"1761,75",6,0,1,202004,0,5,"1761,75"
202004,3,35,350570,J,6203100,1,317205,101,7,38,"36,00",1,1,0,1,20,0,0,0,"1304,95",7,0,1,202004,0,5,"1304,95"
202004,3,35,350570,J,6201501,-1,212205,101,9,45,"40,00",1,1,0,1,31,0,0,0,"10263,00",7,0,1,202004,0,5,"10263,00"
202004,2,29,292740,J,6201501,1,212405,101,9,29,"40,00",3,1,0,1,20,0,0,0,"3663,00",8,0,1,202004,0,5,"3663,00"
