competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo
202203,4,43,431870,J,6204000,-1,212420,101,8,26,"40,00",1,3,0,1,40,0,0,0,"6954,31",10,0,1,202203,0,5,"6954,31"
202203,3,35,355030,J,6202300,-1,212405,101,7,27,"40,00",6,1,0,1,40,0,0,0,"10644,37",8,0,1,202203,0,5,"10644,37"
202203,4,41,410480,J,6203100,1,317210,101,7,29,"40,00",1,3,0,1,97,0,0,0,"2000,00",8,0,1,202203,0,5,"2000,00"
202203,4,42,420540,J,6201501,-1,317105,101,9,28,"40,00",1,1,0,1,40,0,0,0,"6300,00",6,0,1,202203,0,5,"6300,00"
202203,3,35,355030,J,6202300,1,212420,101,9,28,"44,00",3,3,0,1,97,0,0,0,"4733,01",8,0,1,202203,0,5,"4733,01"
202203,4,42,420430,J,6203100,1,317205,101,6,16,"44,00",1,1,0,1,97,0,0,0,"1602,00",7,0,1,202203,0,5,"1602,00"
202203,4,42,420540,J,6203100,1,212320,101,80,35,"44,00",1,1,0,1,97,0,0,0,"18000,00",9,0,1,202203,0,5,"18000,00"
202203,3,35,350950,J,6209100,1,212405,101,80,34,"40,00",1,1,0,1,97,0,0,0,"2033,60",5,0,1,202203,0,5,"2033,60"
202203,4,43,432180,J,6209100,1,317105,101,7,19,"44,00",1,1,0,1,97,0,0,0,"1500,00",7,0,1,202203,0,5,"1500,00"
202203,3,35,355030,J,6201501,1,212405,101,9,25,"44,00",1,3,0,1,97,0,0,0,"7000,00",10,0,1,202203,0,5,"7000,00"
202203,3,35,355030,J,6204000,1,317110,101,8,25,"40,00",3,1,0,1,97,0,0,0,"11235,23",9,0,1,202203,0,5,"11235,23"
202203,2,24,240810,J,6202300,-1,212405,101,9,26,"44,00",1,1,0,1,31,0,0,0,"2100,00",4,0,1,202203,0,5,"2100,00"
202203,3,35,355030,J,6209100,1,212420,101,9,34,"44,00",1,1,0,1,97,3,0,0,"2236,00",3,0,1,202203,0,5,"2236,00"
202203,4,43,431340,J,6204000,1,317110,101,9,26,"44,00",1,1,0,1,97,0,0,0,"5000,00",4,0,1,202203,0,5,"5000,00"
202203,3,35,354980,J,6201501,1,212410,101,8,25,"40,00",1,1,0,1,97,0,0,0,"2500,00",5,0,1,202203,0,5,"2500,00"
