competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo
202407,4,43,431490,J,6201501,-1,317110,101,9,31,"44,00",1,1,0,1,40,0,0,0,"8170,40",6,0,1,202407,0,5,"8170,40"
202407,3,35,350610,J,6202300,1,317110,101,7,57,"40,00",1,1,0,1,97,0,0,0,"11500,00",7,0,1,202407,0,5,"11500,00"
202407,3,35,355030,J,6209100,-1,212420,101,7,39,"40,00",1,1,0,1,40,0,0,0,"2492,00",5,0,1,202407,0,5,"2492,00"
202407,2,24,240810,J,6209100,-1,317210,101,7,28,"44,00",3,1,0,1,40,0,0,0,"1899,00",5,0,1,202407,0,5,"1899,00"
202407,3,35,355030,J,6204000,-1,317210,101,9,41,"40,00",2,1,0,1,40,0,0,0,"1900,00",10,0,1,202407,0,5,"1900,00"
202407,3,35,355030,J,6201501,-1,212405,101,9,26,"40,00",1,1,0,1,40,0,0,0,"9915,04",8,0,1,202407,0,5,"9915,04"
202407,4,41,410690,J,6203100,1,212405,101,9,36,"40,00",1,1,0,1,97,0,0,0,"10296,00",10,0,1,202407,0,5,"10296,00"
202407,3,35,355030,J,6202300,1,317110,101,9,28,"40,00",1,3,0,1,97,0,0,0,"4166,50",1,0,1,202407,0,5,"4166,50"
202407,3,33,330330,J,6209100,-1,212410,101,9,37,"40,00",1,1,0,1,31,0,0,0,"7500,00",7,0,1,202407,0,5,"7500,00"
202407,3,35,355030,J,6311900,-1,212405,101,9,29,"40,00",2,1,0,1,40,0,0,0,"9431,97",6,0,1,202407,0,5,"9431,97"
202407,3,35,350570,J,6311900,-1,142510,101,9,38,"99,00",1,3,0,1,31,0,0,9,"19360,00",6,0,1,202407,0,5,"19360,00"
202407,3,31,313240,J,6201501,-1,317110,101,9,39,"44,00",1,1,0,1,90,0,0,0,"4400,00",3,0,1,202407,0,5,"4400,00"
202407,3,35,350950,J,6201501,1,212405,101,8,46,"99,00",1,1,0,1,97,1,0,9,"4659,00",10,0,1,202407,0,5,"4659,00"
202407,3,31,310620,J,6204000,-1,212405,101,9,52,"40,00",3,1,0,1,31,0,0,0,"9618,08",10,0,1,202407,0,5,"9618,08"
202407,4,43,431490,J,6201501,1,317110,101,8,21,"44,00",1,1,0,1,97,0,0,0,"4500,00",10,0,1,202407,0,5,"4500,00"
202407,3,33,330455,J,6201501,-1,212420,101,8,61,"40,00",1,1,0,1,31,0,0,0,"6060,00",3,0,1,202407,0,5,"6060,00"
202407,4,42,420910,J,6209100,1,212420,101,8,38,"42,50",1,1,0,1,97,0,0,0,"3972,40",6,0,1,202407,0,5,"3972,40"
202407,3,35,355030,J,6202300,-1,212405,101,9,30,"40,00",1,3,0,1,40,0,0,0,"5309,20",7,0,1,202407,0,5,"5309,20"
