competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo
202202,3,31,310620,J,6201501,-1,212420,101,9,27,"40,00",1,1,0,1,40,0,0,0,"4200,00",7,0,1,202202,0,5,"4200,00"
202202,3,35,350950,J,6201501,1,212405,101,8,25,"40,00",1,1,0,1,97,0,0,0,"9000,00",6,0,1,202202,0,5,"9000,00"
202202,3,35,355030,J,6203100,-1,317110,101,9,31,"44,00",6,3,0,1,40,0,0,0,"3000,00",4,0,1,202202,0,5,"3000,00"
202202,3,35,355030,J,6204000,1,212405,101,80,38,"40,00",1,1,0,1,97,0,0,0,"11493,11",8,0,1,202202,0,5,"11493,11"
202202,3,35,350570,J,6204000,1,212405,101,9,28,"40,00",1,1,0,1,97,0,0,0,"7000,00",6,0,1,202202,0,5,"7000,00"
202202,3,35,350410,J,6204000,-1,212405,101,7,24,"40,00",1,1,0,1,40,0,0,0,"4418,68",7,0,1,202202,0,5,"4418,68"
202202,3,35,350570,J,6203100,1,212405,101,8,31,"40,00",6,1,0,1,97,0,0,0,"5000,00",10,0,1,202202,0,5,"5000,00"
202202,2,23,230440,J,6209100,1,317210,101,9,22,"44,00",3,3,0,1,97,0,0,0,"1405,68",1,0,1,202202,0,5,"1405,68"
202202,3,35,352690,J,6202300,-1,317210,101,7,25,"40,00",6,1,0,1,40,0,0,0,"1994,03",7,0,1,202202,0,5,"1994,03"
202202,3,31,310620,J,6209100,1,212420,101,9,33,"42,46",3,1,0,1,97,0,0,0,"1749,81",2,0,1,202202,0,5,"1749,81"
202202,2,29,292740,J,6209100,-1,212405,101,7,27,"44,00",3,1,0,1,40,0,0,0,"1438,40",3,0,1,202202,0,5,"1438,40"
