competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo
202101,3,35,350570,J,6209100,1,212420,101,9,45,"40,00",3,1,0,1,20,0,0,0,"1675,56",10,0,1,202101,0,5,"1675,56"
202101,4,42,420290,J,6201501,1,317110,101,8,20,"44,00",6,1,0,1,20,0,0,0,"2300,00",6,0,1,202101,0,5,"2300,00"
202101,5,53,530010,J,6202300,-1,212420,101,7,22,"44,00",3,1,0,1,31,0,0,0,"1791,20",5,0,1,202101,0,5,"1791,20"
202101,4,42,420910,J,6204000,-1,212420,101,9,34,"44,00",4,1,0,1,40,0,0,0,"1713,65",6,0,1,202101,0,5,"1713,65"
202101,4,42,420910,J,6204000,-1,212420,101,9,38,"44,00",1,1,0,1,40,0,0,0,"2087,99",6,0,1,202101,0,5,"2087,99"
202101,3,35,355030,J,6201501,-1,212405,101,9,25,"40,00",1,1,0,1,40,0,0,0,"4000,00",6,0,1,202101,0,5,"4000,00"
202101,3,33,330455,J,6311900,-1,212405,101,9,25,"40,00",3,3,0,1,31,0,0,0,"1500,00",6,0,1,202101,0,5,"1500,00"
202101,4,42,420240,J,6202300,-1,212420,101,9,32,"44,00",1,1,0,1,40,0,0,0,"4465,30",7,0,1,202101,0,5,"4465,30"
202101,3,32,320190,J,6201501,1,212405,101,8,29,"40,00",3,1,0,1,20,0,0,0,"5205,84",8,0,1,202101,0,5,"5205,84"
202101,3,31,312230,J,6209100,-1,212405,101,9,28,"40,00",3,1,0,1,40,0,0,0,"3499,96",5,0,1,202101,0,5,"3499,96"
202101,3,35,350570,J,6201501,1,212405,101,9,40,"40,00",1,1,0,1,20,0,0,0,"3000,00",8,0,1,202101,0,5,"3000,00"
202101,3,35,355030,J,6201501,1,212405,101,8,24,"40,00",1,1,0,1,20,0,0,0,"2015,00",8,0,1,202101,0,5,"2015,00"
202101,4,43,431490,J,6203100,-1,317110,101,8,20,"44,00",6,1,0,1,40,0,0,0,"3300,00",8,0,1,202101,0,5,"3300,00"
202101,4,41,411520,J,6209100,1,212420,101,8,22,"44,00",1,1,0,1,20,0,0,0,"1500,00",4,0,1,202101,0,5,"1500,00"
202101,3,35,350570,J,6204000,-1,212420,101,8,25,"40,00",1,1,0,1,40,0,0,0,"1800,00",8,0,1,202101,0,5,"1800,00"
202101,4,41,410690,J,6201501,1,317110,101,9,29,"40,00",1,3,0,1,20,0,0,0,"2500,00",9,0,1,202101,0,5,"2500,00"
202101,3,35,350950,J,6209100,1,212420,101,80,39,"40,00",1,1,0,1,20,0,0,0,"5446,00",6,0,1,202101,0,5,"5446,00"
