competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo
202010,3,35,355030,J,6204000,1,212405,101,9,37,"40,00",1,3,0,1,20,0,0,0,"5000,00",7,0,1,202010,0,5,"5000,00"
202010,3,35,355670,J,6201501,1,212405,101,9,40,"40,00",6,1,0,1,20,0,0,0,"1675,56",5,0,1,202010,0,5,"1675,56"
202010,3,35,355030,J,6201501,1,212405,101,9,44,"40,00",1,1,0,1,20,0,0,0,"6500,00",9,0,1,202010,0,5,"6500,00"
202010,3,35,350320,J,6204000,1,212405,101,9,39,"40,00",1,1,0,1,20,0,0,0,"4798,77",5,0,1,202010,0,5,"4798,77"
202010,3,35,355030,J,6203100,-1,212405,101,9,29,"40,00",2,3,0,1,40,0,0,0,"4000,00",7,0,1,202010,0,5,"4000,00"
202010,2,29,293050,J,6204000,1,212420,101,9,29,"44,00",3,1,0,1,10,0,0,0,"1045,00",2,0,1,202010,0,5,"1045,00"
202010,4,41,411850,J,6203100,1,317110,101,9,23,"44,00",1,3,0,1,20,0,0,0,"1700,00",4,0,1,202010,0,5,"1700,00"
202010,3,33,330455,J,6203100,-1,142520,101,8,27,"40,00",1,1,0,1,40,0,0,0,"3650,00",2,0,1,202010,0,5,"3650,00"
202010,3,32,320530,J,6209100,-1,212405,101,9,32,"40,00",3,1,0,1,40,0,0,0,"4200,00",9,0,1,202010,0,5,"4200,00"
202010,3,35,355030,J,6201501,1,212420,101,9,37,"40,00",1,3,0,1,20,0,0,0,"3800,00",5,0,1,202010,0,5,"3800,00"
202010,2,29,292740,J,6202300,-1,212410,101,9,29,"44,00",1,3,0,1,40,0,0,0,"7080,00",7,0,1,202010,0,5,"7080,00"
202010,3,35,354340,J,6203100,-1,212420,101,8,25,"40,00",3,1,0,1,40,0,0,0,"1620,00",5,0,1,202010,0,5,"1620,00"
202010,3,35,355030,J,6209100,1,212405,101,9,36,"40,00",6,1,0,1,20,0,0,0,"9000,00",6,0,1,202010,0,5,"9000,00"
202010,3,33,330330,J,6201501,-1,212405,101,80,54,"56,00",1,1,0,1,31,0,0,0,"6500,00",7,0,1,202010,0,5,"6500,00"
202010,3,35,355030,J,6201501,-1,212420,101,9,42,"40,00",1,1,0,1,31,0,0,0,"2294,00",8,0,1,202010,0,5,"2294,00"
202010,3,35,350280,J,6202300,1,212405,101,9,24,"44,00",1,1,0,1,20,0,0,0,"2522,02",8,0,1,202010,0,5,"2522,02"
202010,4,41,410690,J,6209100,-1,212405,101,80,28,"40,00",1,1,0,1,40,0,0,0,"4394,40",2,0,1,202010,0,5,"4394,40"
202010,3,31,310620,J,6203100,1,212420,101,9,38,"44,00",6,1,0,1,20,0,0,0,"13000,00",4,0,1,202010,0,5,"13000,00"
202010,4,41,412550,J,6203100,1,317110,101,9,35,"40,00",6,1,0,1,20,0,0,0,"2987,00",7,0,1,202010,0,5,"2987,00"
