competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo
202408,3,35,355030,J,6204000,1,212320,101,9,27,"40,00",1,1,0,1,97,0,0,0,"8500,00",7,0,1,202408,0,5,"8500,00"
202408,4,41,411850,J,6203100,-1,212405,101,9,50,"44,00",1,1,0,1,40,0,0,0,"9165,21",8,0,1,202408,0,5,"9165,21"
202408,3,31,310620,J,6209100,-1,212405,101,9,34,"37,50",3,1,0,1,32,0,0,0,"9648,77",9,0,1,202408,0,5,"9648,77"
202408,3,35,350570,J,6209100,-1,212405,101,9,48,"40,00",1,1,0,1,31,0,0,0,"10036,45",10,0,1,202408,0,5,"10036,45"
202408,3,31,317020,J,6203100,1,317110,101,8,22,"40,00",1,1,0,1,97,0,0,0,"6000,00",1,0,1,202408,0,5,"6000,00"
202408,3,35,355030,J,6209100,1,317110,101,9,35,"40,00",1,1,0,1,97,0,0,0,"1412,00",1,0,1,202408,0,5,"1412,00"
202408,3,35,355030,J,6201501,1,317105,101,9,31,"40,00",3,1,0,1,97,0,0,0,"4900,00",10,0,1,202408,0,5,"4900,00"
202408,2,28,280670,J,6209100,-1,212405,101,11,45,"40,00",3,1,0,1,40,2,0,0,"4800,00",7,0,1,202408,0,5,"4800,00"
202408,3,35,350570,J,6209100,1,212405,101,80,27,"40,00",2,1,0,1,97,0,0,0,"6100,00",10,0,1,202408,0,5,"6100,00"
202408,3,35,355030,J,6201501,1,317110,101,9,24,"40,00",1,1,0,1,97,0,0,0,"5865,41",9,0,1,202408,0,5,"5865,41"
202408,4,42,421660,J,6209100,1,317210,101,7,21,"40,00",1,1,0,1,97,0,0,0,"2245,00",10,0,1,202408,0,5,"2245,00"
202408,3,35,355030,J,6311900,1,212215,101,9,38,"44,00",1,3,0,1,97,0,0,0,"11000,00",6,0,1,202408,0,5,"11000,00"
202408,3,35,355030,J,6204000,1,212420,101,8,28,"40,00",3,1,0,1,97,0,0,0,"2500,00",10,0,1,202408,0,5,"2500,00"
202408,3,33,330455,J,6311900,-1,317110,101,9,40,"40,00",1,1,0,1,40,0,0,0,"2925,06",4,0,1,202408,0,5,"2925,06"
202408,3,35,350570,J,6311900,-1,212405,101,9,23,"40,00",3,3,0,1,40,0,0,0,"6827,15",9,0,1,202408,0,5,"6827,15"
202408,2,26,261160,J,6201501,1,212420,101,8,24,"40,00",2,1,0,1,97,0,0,0,"2000,00",7,0,1,202408,0,5,"2000,00"
202408,4,43,431490,J,6209100,1,317210,101,9,39,"44,00",1,1,0,1,97,0,0,0,"2028,61",9,0,1,202408,0,5,"2028,61"
202408,5,53,530010,J,6201501,1,142520,101,80,54,"40,00",1,3,0,1,97,0,0,0,"12000,00",10,0,1,202408,0,5,"12000,00"
202408,3,35,350570,J,6203100,1,212405,101,9,37,"44,00",1,1,0,1,97,0,0,9,"5300,00",10,0,1,202408,0,5,"5300,00"
202408,3,35,352470,J,6201501,1,212420,101,80,26,"40,00",1,1,0,1,97,0,0,0,"3500,00",10,0,1,202408,0,5,"3500,00"
202408,3,35,355030,J,6204000,1,317110,101,9,38,"40,00",3,1,0,1,97,0,0,0,"12000,00",5,0,1,202408,0,5,"12000,00"
202408,4,41,410690,J,6203100,1,212315,101,9,27,"44,00",1,3,0,1,97,0,0,0,"2000,00",1,0,1,202408,0,5,"2000,00"
202408,4,41,410690,J,6202300,-1,317110,101,7,37,"40,00",2,1,0,1,31,0,0,0,"8000,00",4,0,1,202408,0,5,"8000,00"
202408,3,31,310620,J,6201501,1,212410,101,80,36,"40,00",1,1,0,1,97,0,0,0,"8000,00",7,0,1,202408,0,5,"8000,00"
202408,3,35,355030,J,6204000,1,317110,101,9,34,"40,00",2,1,0,1,97,0,0,0,"12000,00",9,0,1,202408,0,5,"12000,00"
202408,4,42,420910,J,6201501,1,317110,101,8,20,"42,50",1,1,0,1,97,0,0,0,"2200,00",8,0,1,202408,0,5,"2200,00"
202408,3,35,355030,J,6209100,-1,212405,101,9,41,"40,00",1,3,0,1,40,0,0,0,"8214,00",7,0,1,202408,0,5,"8214,00"
202408,4,43,430510,J,6202300,-1,212430,101,7,31,"44,00",1,1,0,1,31,0,0,9,"5239,00",9,0,1,202408,0,5,"5239,00"
202408,3,35,355030,J,6204000,1,212420,101,9,40,"40,00",1,3,0,1,97,0,0,0,"2645,08",2,0,1,202408,0,5,"2645,08"
202408,4,43,430210,J,6202300,-1,317110,101,8,25,"41,40",1,1,0,1,31,0,0,0,"3457,00",6,0,1,202408,0,5,"3457,00"
202408,3,35,355030,J,6203100,-1,212430,101,9,30,"40,00",1,3,0,1,40,0,0,0,"3369,94",8,0,1,202408,0,5,"3369,94"
202408,3,35,350570,J,6201501,1,212405,101,9,34,"44,00",1,3,0,1,97,0,0,9,"16000,00",10,0,1,202408,0,5,"16000,00"
202408,3,32,320530,J,6201501,-1,212430,101,8,24,"40,00",2,1,0,1,90,0,0,0,"5402,95",5,0,1,202408,0,5,"5402,95"
202408,4,42,420540,J,6203100,1,317110,101,80,32,"44,00",1,1,0,1,97,0,0,0,"15000,00",10,0,1,202408,0,5,"15000,00"
202408,4,41,411990,J,6202300,1,317110,101,9,43,"40,00",1,3,0,1,97,0,0,0,"6500,00",7,0,1,202408,0,5,"6500,00"
202408,3,35,350570,J,6209100,-1,317205,101,9,46,"40,00",3,1,0,1,40,0,0,0,"1991,92",9,0,1,202408,0,5,"1991,92"
202408,3,35,355030,J,6311900,-1,212205,101,9,29,"40,00",1,1,0,1,31,0,0,0,"14839,73",9,0,1,202408,0,5,"14839,73"
202408,3,35,352590,J,6311900,-1,317210,101,9,29,"40,00",3,1,0,1,31,0,0,0,"2245,00",5,0,1,202408,0,5,"2245,00"
202408,4,41,411850,J,6203100,-1,212430,101,9,38,"44,00",1,3,0,1,40,0,0,0,"3000,00",8,0,1,202408,0,5,"3000,00"
202408,3,31,310620,J,6204000,-1,212405,101,9,30,"40,00",1,3,0,1,31,0,0,0,"4905,00",6,0,1,202408,0,5,"4905,00"
202408,3,35,355030,J,6201501,-1,317110,101,9,33,"40,00",1,1,0,1,40,0,0,0,"13240,26",9,0,1,202408,0,5,"13240,26"
202408,3,33,330455,J,6204000,-1,212420,101,9,46,"40,00",1,3,0,1,31,0,0,0,"2245,00",9,0,1,202408,0,5,"2245,00"
202408,3,35,355030,J,6201501,-1,212405,101,8,64,"40,00",1,1,0,1,31,0,0,0,"12160,00",8,0,1,202408,0,5,"12160,00"
202408,3,35,350320,J,6204000,1,212320,101,80,42,"40,00",3,1,0,1,97,0,0,0,"13550,20",9,0,1,202408,0,5,"13550,20"
202408,3,31,310620,J,6202300,-1,212420,101,80,33,"40,00",3,1,0,1,40,0,0,0,"3000,00",7,0,1,202408,0,5,"3000,00"
202408,3,33,330455,J,6209100,-1,212405,101,9,32,"40,00",3,1,0,1,40,0,0,0,"6344,20",6,0,1,202408,0,5,"6344,20"
202408,3,35,355030,J,6204000,-1,212410,101,8,43,"40,00",1,1,0,1,31,0,0,0,"19786,91",7,0,1,202408,0,5,"19786,91"
202408,2,26,261160,J,6209100,1,212405,101,9,23,"40,00",1,1,0,1,97,0,0,0,"7800,00",6,0,1,202408,0,5,"7800,00"
202408,4,42,421480,J,6202300,-1,317110,101,7,39,"40,00",1,1,0,1,90,0,0,0,"6553,04",7,0,1,202408,0,5,"6553,04"
202408,5,53,530010,J,6204000,1,212405,101,8,29,"40,00",3,1,0,1,97,0,0,0,"2600,00",8,0,1,202408,0,5,"2600,00"
