competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo
202001,4,42,420930,J,6202300,1,317210,101,7,32,"36,00",1,3,0,1,20,1,0,0,"1390,00",8,0,1,202001,0,5,"1390,00"
202001,3,35,355030,J,6204000,1,212405,101,9,31,"40,00",1,1,0,1,20,0,0,0,"8500,00",8,0,1,202001,0,5,"8500,00"
202001,3,33,330455,J,6201501,-1,317210,101,7,60,"30,00",3,1,0,1,31,0,0,1,"2886,71",8,0,1,202001,0,5,"2886,71"
202001,2,23,230440,J,6203100,-1,317110,101,9,29,"40,00",3,3,0,1,40,0,0,0,"4815,00",7,0,1,202001,0,5,"4815,00"
202001,3,35,350950,J,6204000,1,212320,101,9,38,"40,00",3,1,0,1,20,0,0,0,"8500,00",10,0,1,202001,0,5,"8500,00"
202001,3,35,354990,J,6201501,-1,317110,101,9,34,"40,00",1,1,0,1,40,0,0,0,"7216,74",6,0,1,202001,0,5,"7216,74"
202001,3,33,330455,J,6203100,1,317210,101,8,30,"36,00",3,1,0,1,20,0,0,0,"1243,67",10,0,1,202001,0,5,"1243,67"
202001,3,35,355030,J,6202300,-1,212310,101,9,27,"40,00",6,1,0,1,40,0,0,0,"5637,00",5,0,1,202001,0,5,"5637,00"
202001,3,35,355030,J,6204000,-1,142520,101,7,46,"40,00",1,1,0,1,40,0,0,0,"3500,00",3,0,1,202001,0,5,"3500,00"
202001,5,53,530010,J,6201501,-1,212405,101,80,44,"40,00",3,1,0,1,31,0,0,0,"11000,00",10,0,1,202001,0,5,"11000,00"
202001,3,35,355030,J,6209100,1,212420,101,8,30,"44,00",1,1,0,1,20,0,0,0,"2000,00",3,0,1,202001,0,5,"2000,00"
202001,5,53,530010,J,6204000,1,212405,101,9,25,"40,00",1,1,0,1,20,0,0,0,"1800,00",8,0,1,202001,0,5,"1800,00"
202001,2,29,292740,J,6201501,1,212405,101,9,31,"44,00",1,1,0,1,20,0,0,0,"1800,00",4,0,1,202001,0,5,"1800,00"
202001,2,26,261160,J,6203100,1,212410,101,9,24,"40,00",6,1,0,1,20,0,0,0,"3000,00",7,0,1,202001,0,5,"3000,00"
202001,2,26,261160,J,6311900,1,212405,101,7,24,"44,00",3,3,0,1,20,0,0,0,"1446,00",4,0,1,202001,0,5,"1446,00"
202001,3,35,355030,J,6201501,-1,212405,101,9,38,"40,00",1,3,0,1,40,0,0,0,"8000,00",10,0,1,202001,0,5,"8000,00"
202001,3,35,355030,J,6311900,-1,212420,101,9,28,"40,00",3,1,0,1,31,0,0,0,"5051,75",9,0,1,202001,0,5,"5051,75"
202001,2,26,261160,J,6202300,1,212420,101,9,39,"40,00",3,1,0,1,20,0,0,0,"2350,62",5,0,1,202001,0,5,"2350,62"
202001,3,35,350570,J,6203100,1,212405,101,9,31,"40,00",3,1,0,1,20,0,0,0,"8500,00",9,0,1,202001,0,5,"8500,00"
202001,1,13,130260,J,6204000,-1,317205,101,9,34,"37,53",1,3,0,1,31,0,0,0,"3205,85",4,0,1,202001,0,5,"3205,85"
202001,4,43,431490,J,6201501,-1,317110,101,8,21,"44,00",1,1,0,1,31,0,0,0,"1658,01",7,0,1,202001,0,5,"1658,01"
202001,3,35,355030,J,6201501,-1,212420,101,8,26,"40,00",2,1,0,1,31,0,0,0,"2000,00",3,0,1,202001,0,5,"2000,00"
202001,3,31,316470,J,6202300,1,212420,101,8,38,"44,00",1,1,0,1,20,0,0,0,"1100,00",5,0,1,202001,0,5,"1100,00"
202001,3,35,350570,J,6201501,1,212415,101,9,25,"40,00",3,1,0,1,20,0,0,0,"2205,69",7,0,1,202001,0,5,"2205,69"
202001,3,35,354990,J,6203100,-1,317110,101,8,33,"40,00",1,1,0,1,31,0,0,0,"1500,00",3,0,1,202001,0,5,"1500,00"
202001,3,31,310620,J,6201501,1,212405,101,80,28,"40,00",1,1,0,1,20,0,0,0,"6800,00",7,0,1,202001,0,5,"6800,00"
202001,3,31,310620,J,6201501,1,212420,101,8,23,"44,00",6,3,0,1,20,0,0,0,"2900,00",5,0,1,202001,0,5,"2900,00"
202001,3,35,355030,J,6201501,-1,212405,101,9,37,"40,00",4,1,0,1,40,0,0,0,"11700,00",5,0,1,202001,0,5,"11700,00"
202001,4,43,431490,J,6204000,-1,317110,101,8,22,"44,00",1,1,0,1,40,0,0,0,"2004,25",7,0,1,202001,0,5,"2004,25"
