competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo
202405,2,23,230440,J,6209100,-1,212405,101,9,28,"44,00",3,1,0,1,40,0,0,0,"1412,00",4,0,1,202405,0,5,"1412,00"
202405,3,31,310620,J,6204000,1,212405,101,9,32,"40,00",1,1,0,1,97,0,0,0,"3500,00",6,0,1,202405,0,5,"3500,00"
202405,3,35,350570,J,6209100,-1,212215,101,9,31,"40,00",1,1,0,1,40,0,0,0,"15079,47",8,0,1,202405,0,5,"15079,47"
202405,3,35,355030,J,6204000,-1,212405,101,7,28,"40,00",3,1,0,1,31,0,0,0,"4378,00",10,0,1,202405,0,5,"4378,00"
202405,3,35,355030,J,6202300,1,317110,101,8,27,"40,00",1,1,0,1,97,0,0,0,"2240,79",7,0,1,202405,0,5,"2240,79"
202405,3,35,355030,J,6204000,1,212215,101,8,19,"40,00",1,3,0,1,97,0,0,0,"2369,00",7,0,1,202405,0,5,"2369,00"
202405,3,35,350570,J,6201501,-1,212405,101,9,39,"40,00",1,1,0,1,31,0,0,0,"2245,00",10,0,1,202405,0,5,"2245,00"
202405,4,43,431490,J,6209100,-1,317105,101,8,41,"44,00",1,3,0,1,31,0,0,0,"3878,32",5,0,1,202405,0,5,"3878,32"
202405,4,42,420540,J,6201501,-1,317110,101,9,37,"40,00",1,1,0,1,40,0,0,0,"8794,48",10,0,1,202405,0,5,"8794,48"
202405,3,35,354870,J,6202300,-1,317110,101,9,23,"40,00",1,1,0,1,40,0,0,0,"7581,00",7,0,1,202405,0,5,"7581,00"
202405,3,35,355030,J,6201501,1,317110,101,9,32,"40,00",3,1,0,1,97,0,0,0,"7985,42",10,0,1,202405,0,5,"7985,42"
202405,3,35,350570,J,6203100,-1,212405,101,7,30,"44,00",3,1,0,1,40,0,0,9,"16160,00",10,0,1,202405,0,5,"16160,00"
202405,3,35,350570,J,6201501,-1,212405,101,7,35,"40,00",1,1,0,1,31,0,0,0,"6378,75",10,0,1,202405,0,5,"6378,75"
202405,2,27,270860,J,6202300,-1,212405,101,9,38,"44,00",4,1,0,1,31,0,0,0,"4000,00",4,0,1,202405,0,5,"4000,00"
202405,4,42,420240,J,6201501,-1,317110,101,9,29,"44,00",1,1,0,1,31,0,0,9,"8000,00",8,0,1,202405,0,5,"8000,00"
202405,3,35,350570,J,6201501,-1,212405,101,7,23,"40,00",1,1,0,1,31,0,0,0,"2245,00",4,0,1,202405,0,5,"2245,00"
202405,3,35,355030,J,6209100,1,212405,101,9,27,"40,00",1,3,0,1,97,0,0,0,"11000,00",7,0,1,202405,0,5,"11000,00"
202405,2,23,230440,J,6209100,-1,317210,101,7,32,"36,00",3,1,0,1,40,0,0,0,"2088,21",9,0,1,202405,0,5,"2088,21"
202405,3,35,354730,J,6209100,-1,317210,101,9,34,"40,00",1,1,0,1,40,0,0,0,"2240,36",9,0,1,202405,0,5,"2240,36"
202405,4,42,420540,J,6203100,-1,317110,101,9,41,"40,00",2,1,0,1,40,0,0,0,"8704,33",7,0,1,202405,0,5,"8704,33"
202405,3,35,350570,J,6201501,-1,212410,101,9,32,"40,00",3,1,0,1,40,0,0,0,"6401,00",9,0,1,202405,0,5,"6401,00"
202405,3,35,350950,J,6201501,1,212405,101,8,29,"40,00",2,1,0,1,97,0,0,0,"10070,00",10,0,1,202405,0,5,"10070,00"
202405,5,52,520870,J,6202300,-1,317110,101,9,30,"44,00",3,1,0,1,40,0,0,0,"8117,20",8,0,1,202405,0,5,"8117,20"
202405,3,35,354850,J,6204000,1,212405,101,8,23,"40,00",1,1,0,1,97,0,0,0,"2245,00",6,0,1,202405,0,5,"2245,00"
202405,4,43,430460,J,6202300,-1,212410,101,8,29,"40,00",1,3,0,1,40,0,0,0,"3605,00",5,0,1,202405,0,5,"3605,00"
202405,3,35,355030,J,6204000,-1,317210,101,9,40,"40,00",3,1,0,1,40,0,0,0,"4212,00",6,0,1,202405,0,5,"4212,00"
202405,3,35,355030,J,6202300,-1,212405,101,7,23,"40,00",3,1,0,1,40,0,0,0,"5712,00",8,0,1,202405,0,5,"5712,00"
202405,3,31,317150,J,6201501,1,317110,101,9,39,"40,00",3,1,0,1,97,0,0,0,"9541,28",8,0,1,202405,0,5,"9541,28"
202405,3,35,355030,J,6201501,1,212405,101,9,28,"40,00",1,1,0,1,97,0,0,0,"6510,00",10,0,1,202405,0,5,"6510,00"
