competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo
202012,3,31,310670,J,6311900,-1,142520,101,9,28,"40,00",1,3,0,1,40,0,0,0,"3668,30",6,0,1,202012,0,5,"3668,30"
202012,4,42,420540,J,6203100,1,317110,101,7,25,"40,00",6,3,0,1,20,0,0,0,"3500,00",1,0,1,202012,0,5,"3500,00"
202012,4,42,420540,J,6204000,-1,317110,101,7,26,"44,00",6,3,0,1,40,0,0,0,"4621,05",3,0,1,202012,0,5,"4621,05"
202012,2,23,230440,J,6203100,-1,317210,101,8,28,"33,00",3,1,0,1,31,0,0,0,"1633,89",4,0,1,202012,0,5,"1633,89"
202012,3,35,355030,J,6201501,1,212420,101,9,26,"40,00",5,1,0,1,20,0,0,0,"5326,00",9,0,1,202012,0,5,"5326,00"
202012,3,31,310620,J,6201501,1,212405,101,9,27,"40,00",6,3,0,1,20,0,0,0,"10259,00",5,0,1,202012,0,5,"10259,00"
202012,3,35,355030,J,6203100,-1,317110,101,9,26,"40,00",1,1,0,1,40,0,0,0,"10000,00",4,0,1,202012,0,5,"10000,00"
202012,3,35,355030,J,6209100,-1,212420,101,9,31,"40,00",1,1,0,1,40,0,0,0,"4500,00",8,0,1,202012,0,5,"4500,00"
202012,4,43,431750,J,6201501,-1,317205,101,9,27,"44,00",1,1,0,1,40,0,0,0,"2170,94",6,0,1,202012,0,5,"2170,94"
202012,3,35,350570,J,6201501,1,212215,101,9,58,"40,00",1,1,0,1,20,0,0,0,"3000,00",8,0,1,202012,0,5,"3000,00"
202012,4,43,431340,J,6202300,1,317110,101,8,19,"44,00",6,1,0,1,10,0,0,0,"2400,00",7,0,1,202012,0,5,"2400,00"
202012,2,26,261160,J,6201501,-1,212405,101,9,34,"40,00",1,3,0,1,31,0,0,0,"5770,45",8,0,1,202012,0,5,"5770,45"
202012,3,35,355030,J,6311900,1,317110,101,9,27,"40,00",1,1,0,1,20,0,0,0,"9500,00",4,0,1,202012,0,5,"9500,00"
202012,4,41,410690,J,6201501,1,212405,101,8,34,"40,00",1,1,0,1,20,0,0,0,"6000,00",7,0,1,202012,0,5,"6000,00"
