competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo
202110,3,31,310620,J,6202300,1,212405,101,9,31,"40,00",1,1,0,1,97,0,0,0,"5000,00",7,0,1,202110,0,5,"5000,00"
202110,3,35,355030,J,6203100,-1,212410,101,9,29,"40,00",1,1,0,1,40,0,0,0,"7558,00",7,0,1,202110,0,5,"7558,00"
202110,3,35,350570,J,6209100,-1,317205,101,9,32,"40,00",1,3,0,1,31,0,0,0,"1350,27",10,0,1,202110,0,5,"1350,27"
202110,3,31,314330,J,6209100,-1,212420,101,7,21,"43,50",6,3,0,1,40,0,0,0,"1100,00",4,0,1,202110,0,5,"1100,00"
202110,3,35,355030,J,6202300,-1,317210,101,9,23,"40,00",2,3,0,1,43,0,0,0,"1800,00",4,0,1,202110,0,5,"1800,00"
202110,4,41,410690,J,6201501,-1,212405,101,8,19,"40,00",6,1,0,1,40,0,0,0,"3120,00",5,0,1,202110,0,5,"3120,00"
202110,3,31,317070,J,6311900,-1,317110,101,8,22,"44,00",6,1,0,1,40,0,0,0,"1800,00",2,0,1,202110,0,5,"1800,00"
202110,3,35,352470,J,6203100,1,212215,101,80,36,"40,00",1,1,0,1,97,0,0,0,"9500,00",10,0,1,202110,0,5,"9500,00"
202110,3,35,350570,J,6203100,1,212405,101,9,32,"40,00",1,1,0,1,97,0,0,0,"7500,00",10,0,1,202110,0,5,"7500,00"
202110,4,41,411370,J,6209100,-1,317110,101,9,37,"44,00",1,1,0,1,40,0,0,0,"6000,00",9,0,1,202110,0,5,"6000,00"
202110,3,35,350570,J,6201501,1,212415,101,9,22,"40,00",2,1,0,1,97,0,0,0,"8700,00",9,0,1,202110,0,5,"8700,00"
