competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo
202401,4,41,411520,J,6202300,-1,317110,101,9,35,"44,00",1,1,0,1,31,0,0,0,"2700,02",5,0,1,202401,0,5,"2700,02"
202401,3,35,354730,J,6209100,1,317205,101,9,33,"30,00",2,1,0,1,97,0,0,0,"1412,00",10,0,1,202401,0,5,"1412,00"
202401,4,42,420420,J,6201501,1,317110,101,8,18,"44,00",1,1,0,1,97,0,0,0,"1797,00",5,0,1,202401,0,5,"1797,00"
202401,4,43,431870,J,6204000,-1,212420,101,9,32,"40,00",3,3,0,1,40,0,0,0,"10528,08",10,0,1,202401,0,5,"10528,08"
202401,5,53,530010,J,6201501,1,212430,101,9,39,"44,00",1,1,0,1,97,0,0,0,"5250,00",10,0,1,202401,0,5,"5250,00"
202401,3,35,355030,J,6209100,-1,212420,101,8,19,"40,00",3,3,0,1,31,0,0,0,"2000,00",3,0,1,202401,0,5,"2000,00"
202401,3,35,355030,J,6202300,-1,212410,101,9,27,"40,00",1,1,0,1,31,0,0,0,"6000,00",5,0,1,202401,0,5,"6000,00"
202401,3,35,355030,J,6311900,1,212215,101,9,27,"40,00",6,1,0,1,97,0,0,0,"16953,00",4,0,1,202401,0,5,"16953,00"
202401,3,31,310620,J,6202300,-1,317110,101,8,23,"40,00",3,1,0,1,40,0,0,0,"3231,32",8,0,1,202401,0,5,"3231,32"
202401,4,41,410690,J,6209100,1,212420,101,9,38,"44,00",3,3,0,1,97,0,0,9,"4200,00",5,0,1,202401,0,5,"4200,00"
202401,3,35,355030,J,6202300,1,317110,101,9,25,"40,00",1,1,0,1,97,0,0,0,"5000,00",6,0,1,202401,0,5,"5000,00"
202401,3,35,354980,J,6201501,-1,212420,101,9,45,"40,00",1,1,0,1,31,0,0,0,"3012,42",5,0,1,202401,0,5,"3012,42"
202401,4,42,420540,J,6202300,1,317210,101,8,22,"40,00",6,1,0,1,97,0,0,0,"2020,00",4,0,1,202401,0,5,"2020,00"
